B,u
0.191400009,0.027279231996824787
0.36413014400000004,0.0244651770044002
0.5130407290000001,0.020223049981430645
0.5761638505625,0.01779244068893149
0.631052304,0.015275990865324074
0.6775711905625,0.01276409300278439
0.7158856250000001,0.01034713959348844
0.7464607355624999,0.008115523129612215
