U	I
-0.630000000000084	-0.000215
-0.620000000000084	-0.000215
-0.610000000000084	-0.000215
-0.600000000000084	-0.000215
-0.590000000000084	-0.000215
-0.580000000000084	-0.000215
-0.570000000000084	-0.000215
-0.560000000000084	-0.000215
-0.550000000000084	-0.000215
-0.540000000000084	-0.000215
-0.530000000000084	-0.000215
-0.520000000000084	-0.000215
-0.510000000000084	-0.000215
-0.500000000000084	-0.000215
-0.490000000000084	-0.000215
-0.480000000000084	-0.000215
-0.470000000000084	-0.000215
-0.460000000000084	-0.000215
-0.450000000000084	-0.000215
-0.440000000000084	-0.000215
-0.430000000000084	-0.000215
-0.420000000000084	-0.000215
-0.410000000000084	-0.000215
-0.400000000000084	-0.000215
-0.390000000000084	-0.000215
-0.380000000000084	-0.000215
-0.370000000000084	-0.000215
-0.360000000000084	-0.000215
-0.350000000000084	-0.000215
-0.340000000000084	-0.000215
-0.330000000000084	-0.000215
-0.320000000000084	-0.000215
-0.310000000000084	-0.000215
-0.300000000000084	-0.000215
-0.290000000000084	-0.000215
-0.280000000000084	-0.000215
-0.270000000000084	-0.000215
-0.260000000000084	-0.000215
-0.250000000000084	-0.000215
-0.240000000000084	-0.000215
-0.230000000000084	-0.000215
-0.220000000000084	-0.000215
-0.210000000000084	-0.000215
-0.200000000000084	-0.000215
-0.190000000000084	-0.000215
-0.180000000000084	-0.000215
-0.170000000000084	-0.000215
-0.160000000000084	-0.000214
-0.150000000000084	-0.000214
-0.140000000000084	-0.000215
-0.130000000000084	-0.000214
-0.120000000000084	-0.000214
-0.110000000000084	-0.000214
-0.100000000000084	-0.000214
-0.0900000000000836	-0.000214
-0.0800000000000836	-0.000214
-0.0700000000000836	-0.000214
-0.0600000000000836	-0.000214
-0.0500000000000836	-0.000214
-0.0400000000000836	-0.000214
-0.0300000000000836	-0.000214
-0.0200000000000836	-0.000214
-0.0100000000000836	-0.000214
-8.3624079882938e-14	-0.000214
0.00999999999991638	-0.000214
0.0199999999999164	-0.000214
0.0299999999999164	-0.000214
0.0399999999999164	-0.000214
0.0499999999999164	-0.000214
0.0599999999999164	-0.000214
0.0699999999999164	-0.000214
0.0799999999999164	-0.000214
0.0899999999999164	-0.000214
0.0999999999999164	-0.000214
0.109999999999916	-0.000214
0.119999999999916	-0.000214
0.129999999999916	-0.000214
0.139999999999916	-0.000214
0.149999999999916	-0.000214
0.159999999999916	-0.000214
0.169999999999916	-0.000213
0.179999999999916	-0.000213
0.189999999999916	-0.000213
0.199999999999916	-0.000212
0.209999999999916	-0.000212
0.219999999999916	-0.000211
0.229999999999916	-0.00021
0.239999999999916	-0.000209
0.249999999999916	-0.000208
0.259999999999916	-0.000206
0.269999999999916	-0.000205
0.279999999999916	-0.000203
0.289999999999916	-0.0002
0.299999999999917	-0.000197
0.309999999999917	-0.000192
0.319999999999917	-0.000186
0.329999999999917	-0.000181
0.339999999999917	-0.000174
0.349999999999917	-0.000167
0.359999999999917	-0.000158
0.369999999999917	-0.000143
0.379999999999917	-0.000129
0.389999999999917	-0.000113
0.399999999999917	-9.27e-05
0.409999999999917	-7.05e-05
0.419999999999917	-4.69e-05
0.429999999999917	-1.52e-05
0.439999999999917	3.19e-05
0.449999999999917	6.73e-05
0.459999999999917	0.000113
0.469999999999917	0.000163
0.479999999999917	0.000221
0.489999999999917	0.000286
0.499999999999917	0.000358
0.509999999999917	0.000467
0.519999999999917	0.000556
0.529999999999917	0.000661
0.539999999999917	0.000769
0.549999999999917	0.000874
0.559999999999917	0.001001
0.569999999999917	0.001188
0.579999999999917	0.001349
0.589999999999917	0.00151
0.599999999999917	0.00169
0.609999999999917	0.00188
0.619999999999917	0.00209
0.629999999999917	0.00234
0.639999999999917	0.00269
0.649999999999917	0.00296
0.659999999999917	0.00327
0.669999999999917	0.00363
0.679999999999917	0.00404
0.689999999999917	0.00448
0.699999999999917	0.00497
0.709999999999917	0.00576
0.719999999999917	0.00643
0.729999999999917	0.00727
0.739999999999917	0.00818
0.749999999999917	0.00916
