U	I
-3.19000000000006	-2e-08
-3.18000000000006	-1e-08
-3.17000000000006	-2e-08
-3.16000000000006	-2e-08
-3.15000000000006	-1e-08
-3.14000000000006	-2e-08
-3.13000000000006	-2e-08
-3.12000000000006	-1e-08
-3.11000000000006	-2e-08
-3.10000000000006	-2e-08
-3.09000000000006	-1e-08
-3.08000000000006	-2e-08
-3.07000000000006	-2e-08
-3.06000000000006	-1e-08
-3.05000000000006	-2e-08
-3.04000000000006	-1e-08
-3.03000000000006	-1e-08
-3.02000000000006	-2e-08
-3.01000000000006	-1e-08
-3.00000000000006	-1e-08
-2.99000000000006	-2e-08
-2.98000000000006	-1e-08
-2.97000000000006	-2e-08
-2.96000000000006	-2e-08
-2.95000000000007	-1e-08
-2.94000000000007	-2e-08
-2.93000000000007	-2e-08
-2.92000000000007	-1e-08
-2.91000000000007	-2e-08
-2.90000000000007	-2e-08
-2.89000000000007	-1e-08
-2.88000000000007	-2e-08
-2.87000000000007	-2e-08
-2.86000000000007	-1e-08
-2.85000000000007	-2e-08
-2.84000000000007	-2e-08
-2.83000000000007	-1e-08
-2.82000000000007	-2e-08
-2.81000000000007	-2e-08
-2.80000000000007	-1e-08
-2.79000000000007	-2e-08
-2.78000000000007	-2e-08
-2.77000000000007	-1e-08
-2.76000000000007	-2e-08
-2.75000000000007	-2e-08
-2.74000000000007	-1e-08
-2.73000000000007	-2e-08
-2.72000000000007	-2e-08
-2.71000000000007	-1e-08
-2.70000000000007	-2e-08
-2.69000000000007	-1e-08
-2.68000000000007	-1e-08
-2.67000000000007	-2e-08
-2.66000000000007	-2e-08
-2.65000000000007	-1e-08
-2.64000000000007	-2e-08
-2.63000000000007	-1e-08
-2.62000000000007	-2e-08
-2.61000000000007	-2e-08
-2.60000000000007	-1e-08
-2.59000000000007	-2e-08
-2.58000000000007	-2e-08
-2.57000000000007	-1e-08
-2.56000000000007	-2e-08
-2.55000000000007	-2e-08
-2.54000000000007	-1e-08
-2.53000000000007	-2e-08
-2.52000000000007	-2e-08
-2.51000000000007	-1e-08
-2.50000000000007	-2e-08
-2.49000000000007	-2e-08
-2.48000000000008	-1e-08
-2.47000000000008	-2e-08
-2.46000000000008	-2e-08
-2.45000000000008	-1e-08
-2.44000000000008	-2e-08
-2.43000000000008	-2e-08
-2.42000000000008	-1e-08
-2.41000000000008	-2e-08
-2.40000000000008	-2e-08
-2.39000000000008	-1e-08
-2.38000000000008	-2e-08
-2.37000000000008	-1e-08
-2.36000000000008	-1e-08
-2.35000000000008	-2e-08
-2.34000000000008	-1e-08
-2.33000000000008	-1e-08
-2.32000000000008	-2e-08
-2.31000000000008	-2e-08
-2.30000000000008	-1e-08
-2.29000000000008	-2e-08
-2.28000000000008	-1e-08
-2.27000000000008	-2e-08
-2.26000000000008	-2e-08
-2.25000000000008	-1e-08
-2.24000000000008	-2e-08
-2.23000000000008	-2e-08
-2.22000000000008	-1e-08
-2.21000000000008	-2e-08
-2.20000000000008	-2e-08
-2.19000000000008	-1e-08
-2.18000000000008	-2e-08
-2.17000000000008	-2e-08
-2.16000000000008	-1e-08
-2.15000000000008	-2e-08
-2.14000000000008	-2e-08
-2.13000000000008	-1e-08
-2.12000000000008	-2e-08
-2.11000000000008	-2e-08
-2.10000000000008	-1e-08
-2.09000000000008	-2e-08
-2.08000000000008	-2e-08
-2.07000000000008	-1e-08
-2.06000000000008	-2e-08
-2.05000000000008	-1e-08
-2.04000000000008	-1e-08
-2.03000000000008	-2e-08
-2.02000000000008	-1e-08
-2.01000000000009	-1e-08
-2.00000000000009	-2e-08
-1.99000000000009	-2e-08
-1.98000000000009	-1e-08
-1.97000000000009	-2e-08
-1.96000000000009	-1e-08
-1.95000000000009	-2e-08
-1.94000000000009	-2e-08
-1.93000000000009	-2e-08
-1.92000000000009	-2e-08
-1.91000000000009	-2e-08
-1.90000000000009	-1e-08
-1.89000000000009	-2e-08
-1.88000000000009	-2e-08
-1.87000000000009	-1e-08
-1.86000000000009	-2e-08
-1.85000000000009	-2e-08
-1.84000000000009	-1e-08
-1.83000000000009	-2e-08
-1.82000000000009	-2e-08
-1.81000000000009	-1e-08
-1.80000000000009	-2e-08
-1.79000000000009	-2e-08
-1.78000000000009	-1e-08
-1.77000000000009	-2e-08
-1.76000000000009	-2e-08
-1.75000000000009	-1e-08
-1.74000000000009	-2e-08
-1.73000000000009	-2e-08
-1.72000000000009	-1e-08
-1.71000000000009	-2e-08
-1.70000000000009	-2e-08
-1.69000000000008	-1e-08
-1.68000000000008	-2e-08
-1.67000000000008	-2e-08
-1.66000000000008	-1e-08
-1.65000000000008	-2e-08
-1.64000000000008	-1e-08
-1.63000000000008	-1e-08
-1.62000000000008	-2e-08
-1.61000000000008	-1e-08
-1.60000000000008	-1e-08
-1.59000000000008	-2e-08
-1.58000000000008	-1e-08
-1.57000000000008	-2e-08
-1.56000000000008	-2e-08
-1.55000000000008	-1e-08
-1.54000000000008	-2e-08
-1.53000000000008	-2e-08
-1.52000000000008	-1e-08
-1.51000000000008	-2e-08
-1.50000000000008	-2e-08
-1.49000000000008	-1e-08
-1.48000000000008	-2e-08
-1.47000000000008	-2e-08
-1.46000000000008	-1e-08
-1.45000000000008	-2e-08
-1.44000000000008	-2e-08
-1.43000000000008	-1e-08
-1.42000000000008	-2e-08
-1.41000000000008	-2e-08
-1.40000000000008	-1e-08
-1.39000000000008	-2e-08
-1.38000000000008	-2e-08
-1.37000000000008	-1e-08
-1.36000000000008	-2e-08
-1.35000000000008	-1e-08
-1.34000000000008	-1e-08
-1.33000000000008	-2e-08
-1.32000000000008	-1e-08
-1.31000000000008	-1e-08
-1.30000000000008	-2e-08
-1.29000000000008	-2e-08
-1.28000000000008	-1e-08
-1.27000000000008	-2e-08
-1.26000000000008	-1e-08
-1.25000000000008	-2e-08
-1.24000000000008	-2e-08
-1.23000000000008	-1e-08
-1.22000000000008	-2e-08
-1.21000000000008	-2e-08
-1.20000000000008	-1e-08
-1.19000000000008	-2e-08
-1.18000000000008	-2e-08
-1.17000000000008	-1e-08
-1.16000000000008	-2e-08
-1.15000000000008	-2e-08
-1.14000000000008	-1e-08
-1.13000000000008	-2e-08
-1.12000000000008	-2e-08
-1.11000000000008	-1e-08
-1.10000000000008	-2e-08
-1.09000000000008	-2e-08
-1.08000000000008	-1e-08
-1.07000000000008	-2e-08
-1.06000000000008	-2e-08
-1.05000000000008	-1e-08
-1.04000000000008	-2e-08
-1.03000000000008	-2e-08
-1.02000000000008	-1e-08
-1.01000000000008	-2e-08
-1.00000000000008	-2e-08
-0.990000000000084	-1e-08
-0.980000000000084	-2e-08
-0.970000000000084	-2e-08
-0.960000000000084	-1e-08
-0.950000000000084	-2e-08
-0.940000000000084	-1e-08
-0.930000000000084	-2e-08
-0.920000000000084	-2e-08
-0.910000000000084	-2e-08
-0.900000000000084	-2e-08
-0.890000000000084	-2e-08
-0.880000000000084	-1e-08
-0.870000000000084	-2e-08
-0.860000000000084	-2e-08
-0.850000000000084	-1e-08
-0.840000000000084	-2e-08
-0.830000000000084	-2e-08
-0.820000000000084	-1e-08
-0.810000000000084	-2e-08
-0.800000000000084	-2e-08
-0.790000000000084	-1e-08
-0.780000000000084	-2e-08
-0.770000000000084	-2e-08
-0.760000000000084	-1e-08
-0.750000000000084	-2e-08
-0.740000000000084	-2e-08
-0.730000000000084	-1e-08
-0.720000000000084	-2e-08
-0.710000000000084	-2e-08
-0.700000000000084	-1e-08
-0.690000000000084	-2e-08
-0.680000000000084	-2e-08
-0.670000000000084	-1e-08
-0.660000000000084	-2e-08
-0.650000000000084	-2e-08
-0.640000000000084	-1e-08
-0.630000000000084	-2e-08
-0.620000000000084	-1e-08
-0.610000000000084	-1e-08
-0.600000000000084	-2e-08
-0.590000000000084	-2e-08
-0.580000000000084	-1e-08
-0.570000000000084	-2e-08
-0.560000000000084	-1e-08
-0.550000000000084	-2e-08
-0.540000000000084	-2e-08
-0.530000000000084	-1e-08
-0.520000000000084	-2e-08
-0.510000000000084	-2e-08
-0.500000000000084	-1e-08
-0.490000000000084	-2e-08
-0.480000000000084	-2e-08
-0.470000000000084	-1e-08
-0.460000000000084	-2e-08
-0.450000000000084	-2e-08
-0.440000000000084	-1e-08
-0.430000000000084	-2e-08
-0.420000000000084	-2e-08
-0.410000000000084	-1e-08
-0.400000000000084	-2e-08
-0.390000000000084	-2e-08
-0.380000000000084	-1e-08
-0.370000000000084	-2e-08
-0.360000000000084	-2e-08
-0.350000000000084	-1e-08
-0.340000000000084	-2e-08
-0.330000000000084	-2e-08
-0.320000000000084	-1e-08
-0.310000000000084	-2e-08
-0.300000000000084	-1e-08
-0.290000000000084	-1e-08
-0.280000000000084	-2e-08
-0.270000000000084	-1e-08
-0.260000000000084	-1e-08
-0.250000000000084	-2e-08
-0.240000000000084	-1e-08
-0.230000000000084	-2e-08
-0.220000000000084	-2e-08
-0.210000000000084	-1e-08
-0.200000000000084	-2e-08
-0.190000000000084	-2e-08
-0.180000000000084	-1e-08
-0.170000000000084	-1e-08
-0.160000000000084	-2e-08
-0.150000000000084	-1e-08
-0.140000000000084	-2e-08
-0.130000000000084	-2e-08
-0.120000000000084	-1e-08
-0.110000000000084	-2e-08
-0.100000000000084	-2e-08
-0.0900000000000836	-1e-08
-0.0800000000000836	-2e-08
-0.0700000000000836	-2e-08
-0.0600000000000836	-1e-08
-0.0500000000000836	-2e-08
-0.0400000000000836	-2e-08
-0.0300000000000836	-1e-08
-0.0200000000000836	-2e-08
-0.0100000000000836	-2e-08
-8.3624079882938e-14	-1e-08
0.00999999999991638	-2e-08
0.0199999999999164	-2e-08
0.0299999999999164	-1e-08
0.0399999999999164	-2e-08
0.0499999999999164	-1e-08
0.0599999999999164	-1e-08
0.0699999999999164	-2e-08
0.0799999999999164	-1e-08
0.0899999999999164	-1e-08
0.0999999999999164	-1e-08
0.109999999999916	-1e-08
0.119999999999916	0.0
0.129999999999916	0.0
0.139999999999916	1e-08
0.149999999999916	2e-08
0.159999999999916	4e-08
0.169999999999916	8e-08
0.179999999999916	1.2e-07
0.189999999999916	1.8e-07
0.199999999999916	2.6e-07
0.209999999999916	3.7e-07
0.219999999999916	5.4e-07
0.229999999999916	7.8e-07
0.239999999999916	1.24e-06
0.249999999999916	1.69e-06
0.259999999999916	2.34e-06
0.269999999999916	3.27e-06
0.279999999999916	4.47e-06
0.289999999999916	6.04e-06
0.299999999999917	8.05e-06
0.309999999999917	1.152e-05
0.319999999999917	1.5e-05
0.329999999999917	1.92e-05
0.339999999999917	2.44e-05
0.349999999999917	3.01e-05
0.359999999999917	3.76e-05
0.369999999999917	5.05e-05
0.379999999999917	6.22e-05
0.389999999999917	7.58e-05
0.399999999999917	9.39e-05
0.409999999999917	0.0001131
0.419999999999917	0.0001353
0.429999999999917	0.000161
0.439999999999917	0.000202
0.449999999999917	0.000235
0.459999999999917	0.000278
0.469999999999917	0.000321
0.479999999999917	0.000379
0.489999999999917	0.000441
0.499999999999917	0.000509
0.509999999999917	0.000611
0.519999999999917	0.000698
0.529999999999917	0.000796
0.539999999999917	0.0009
0.549999999999917	0.001001
0.559999999999917	0.001121
0.569999999999917	0.001305
0.579999999999917	0.001461
0.589999999999917	0.00162
0.599999999999917	0.00179
0.609999999999917	0.00198
0.619999999999917	0.00219
0.629999999999917	0.00244
0.639999999999917	0.00279
0.649999999999917	0.00305
0.659999999999917	0.00337
0.669999999999917	0.00372
0.679999999999917	0.00414
0.689999999999917	0.00459
0.699999999999917	0.00509
0.709999999999917	0.00587
0.719999999999917	0.00657
0.729999999999917	0.00737
0.739999999999917	0.00827
0.749999999999917	0.00927
