U	I
-6.0	-2e-08
-5.99	-2e-08
-5.98	-1e-08
-5.97	-2e-08
-5.96	-2e-08
-5.95	-1e-08
-5.94	-2e-08
-5.93	-2e-08
-5.92	-1e-08
-5.91	-2e-08
-5.9	-2e-08
-5.89	-1e-08
-5.88	-2e-08
-5.87	-2e-08
-5.86	-1e-08
-5.85	-2e-08
-5.84	-2e-08
-5.83	-1e-08
-5.82	-2e-08
-5.81	-2e-08
-5.8	-1e-08
-5.79	-2e-08
-5.78	-2e-08
-5.77	-1e-08
-5.76000000000001	-2e-08
-5.75000000000001	-2e-08
-5.74000000000001	-1e-08
-5.73000000000001	-2e-08
-5.72000000000001	-1e-08
-5.71000000000001	-1e-08
-5.70000000000001	-2e-08
-5.69000000000001	-1e-08
-5.68000000000001	-1e-08
-5.67000000000001	-2e-08
-5.66000000000001	-1e-08
-5.65000000000001	-2e-08
-5.64000000000001	-2e-08
-5.63000000000001	-1e-08
-5.62000000000001	-2e-08
-5.61000000000001	-2e-08
-5.60000000000001	-1e-08
-5.59000000000001	-2e-08
-5.58000000000001	-2e-08
-5.57000000000001	-1e-08
-5.56000000000001	-2e-08
-5.55000000000001	-2e-08
-5.54000000000001	-1e-08
-5.53000000000001	-2e-08
-5.52000000000001	-2e-08
-5.51000000000001	-1e-08
-5.50000000000001	-2e-08
-5.49000000000001	-2e-08
-5.48000000000001	-1e-08
-5.47000000000001	-2e-08
-5.46000000000001	-2e-08
-5.45000000000001	-1e-08
-5.44000000000001	-2e-08
-5.43000000000001	-2e-08
-5.42000000000001	-1e-08
-5.41000000000001	-2e-08
-5.40000000000001	-1e-08
-5.39000000000001	-1e-08
-5.38000000000001	-2e-08
-5.37000000000001	-1e-08
-5.36000000000001	-1e-08
-5.35000000000001	-2e-08
-5.34000000000001	-1e-08
-5.33000000000001	-1e-08
-5.32000000000001	-2e-08
-5.31000000000001	-1e-08
-5.30000000000001	-2e-08
-5.29000000000002	-2e-08
-5.28000000000002	-1e-08
-5.27000000000002	-2e-08
-5.26000000000002	-2e-08
-5.25000000000002	-1e-08
-5.24000000000002	-2e-08
-5.23000000000002	-2e-08
-5.22000000000002	-1e-08
-5.21000000000002	-2e-08
-5.20000000000002	-2e-08
-5.19000000000002	-1e-08
-5.18000000000002	-2e-08
-5.17000000000002	-2e-08
-5.16000000000002	-1e-08
-5.15000000000002	-2e-08
-5.14000000000002	-2e-08
-5.13000000000002	-1e-08
-5.12000000000002	-2e-08
-5.11000000000002	-2e-08
-5.10000000000002	-1e-08
-5.09000000000002	-2e-08
-5.08000000000002	-1e-08
-5.07000000000002	-1e-08
-5.06000000000002	-2e-08
-5.05000000000002	-1e-08
-5.04000000000002	-1e-08
-5.03000000000002	-2e-08
-5.02000000000002	-1e-08
-5.01000000000002	-1e-08
-5.00000000000002	-2e-08
-4.99000000000002	-1e-08
-4.98000000000002	-2e-08
-4.97000000000002	-2e-08
-4.96000000000002	-1e-08
-4.95000000000002	-2e-08
-4.94000000000002	-2e-08
-4.93000000000002	-1e-08
-4.92000000000002	-2e-08
-4.91000000000002	-2e-08
-4.90000000000002	-1e-08
-4.89000000000002	-2e-08
-4.88000000000002	-2e-08
-4.87000000000002	-1e-08
-4.86000000000002	-2e-08
-4.85000000000002	-2e-08
-4.84000000000002	-1e-08
-4.83000000000002	-2e-08
-4.82000000000003	-2e-08
-4.81000000000003	-1e-08
-4.80000000000003	-2e-08
-4.79000000000003	-2e-08
-4.78000000000003	-1e-08
-4.77000000000003	-2e-08
-4.76000000000003	-2e-08
-4.75000000000003	-1e-08
-4.74000000000003	-2e-08
-4.73000000000003	-1e-08
-4.72000000000003	-1e-08
-4.71000000000003	-2e-08
-4.70000000000003	-2e-08
-4.69000000000003	-1e-08
-4.68000000000003	-2e-08
-4.67000000000003	-1e-08
-4.66000000000003	-1e-08
-4.65000000000003	-2e-08
-4.64000000000003	-1e-08
-4.63000000000003	-2e-08
-4.62000000000003	-2e-08
-4.61000000000003	-1e-08
-4.60000000000003	-2e-08
-4.59000000000003	-2e-08
-4.58000000000003	-1e-08
-4.57000000000003	-2e-08
-4.56000000000003	-2e-08
-4.55000000000003	-1e-08
-4.54000000000003	-2e-08
-4.53000000000003	-2e-08
-4.52000000000003	-1e-08
-4.51000000000003	-2e-08
-4.50000000000003	-2e-08
-4.49000000000003	-1e-08
-4.48000000000003	-2e-08
-4.47000000000003	-2e-08
-4.46000000000003	-1e-08
-4.45000000000003	-2e-08
-4.44000000000003	-2e-08
-4.43000000000003	-1e-08
-4.42000000000003	-2e-08
-4.41000000000003	-2e-08
-4.40000000000003	-1e-08
-4.39000000000003	-2e-08
-4.38000000000003	-2e-08
-4.37000000000003	-1e-08
-4.36000000000004	-2e-08
-4.35000000000004	-1e-08
-4.34000000000004	-1e-08
-4.33000000000004	-2e-08
-4.32000000000004	-1e-08
-4.31000000000004	-2e-08
-4.30000000000004	-2e-08
-4.29000000000004	-1e-08
-4.28000000000004	-2e-08
-4.27000000000004	-2e-08
-4.26000000000004	-1e-08
-4.25000000000004	-2e-08
-4.24000000000004	-2e-08
-4.23000000000004	-1e-08
-4.22000000000004	-2e-08
-4.21000000000004	-2e-08
-4.20000000000004	-1e-08
-4.19000000000004	-2e-08
-4.18000000000004	-2e-08
-4.17000000000004	-1e-08
-4.16000000000004	-2e-08
-4.15000000000004	-2e-08
-4.14000000000004	-1e-08
-4.13000000000004	-2e-08
-4.12000000000004	-2e-08
-4.11000000000004	-1e-08
-4.10000000000004	-2e-08
-4.09000000000004	-1e-08
-4.08000000000004	-1e-08
-4.07000000000004	-2e-08
-4.06000000000004	-2e-08
-4.05000000000004	-1e-08
-4.04000000000004	-2e-08
-4.03000000000004	-1e-08
-4.02000000000004	-2e-08
-4.01000000000004	-2e-08
-4.00000000000004	-1e-08
-3.99000000000004	-1e-08
-3.98000000000004	-2e-08
-3.97000000000004	-1e-08
-3.96000000000004	-2e-08
-3.95000000000004	-2e-08
-3.94000000000004	-1e-08
-3.93000000000004	-2e-08
-3.92000000000004	-2e-08
-3.91000000000004	-1e-08
-3.90000000000004	-2e-08
-3.89000000000005	-2e-08
-3.88000000000005	-1e-08
-3.87000000000005	-2e-08
-3.86000000000005	-2e-08
-3.85000000000005	-1e-08
-3.84000000000005	-2e-08
-3.83000000000005	-2e-08
-3.82000000000005	-1e-08
-3.81000000000005	-2e-08
-3.80000000000005	-2e-08
-3.79000000000005	-1e-08
-3.78000000000005	-2e-08
-3.77000000000005	-2e-08
-3.76000000000005	-1e-08
-3.75000000000005	-2e-08
-3.74000000000005	-1e-08
-3.73000000000005	-1e-08
-3.72000000000005	-2e-08
-3.71000000000005	-2e-08
-3.70000000000005	-1e-08
-3.69000000000005	-2e-08
-3.68000000000005	-2e-08
-3.67000000000005	-1e-08
-3.66000000000005	-2e-08
-3.65000000000005	-1e-08
-3.64000000000005	-2e-08
-3.63000000000005	-2e-08
-3.62000000000005	-1e-08
-3.61000000000005	-2e-08
-3.60000000000005	-2e-08
-3.59000000000005	-1e-08
-3.58000000000005	-2e-08
-3.57000000000005	-2e-08
-3.56000000000005	-1e-08
-3.55000000000005	-2e-08
-3.54000000000005	-2e-08
-3.53000000000005	-1e-08
-3.52000000000005	-2e-08
-3.51000000000005	-2e-08
-3.50000000000005	-1e-08
-3.49000000000005	-2e-08
-3.48000000000005	-2e-08
-3.47000000000005	-1e-08
-3.46000000000005	-2e-08
-3.45000000000005	-2e-08
-3.44000000000005	-1e-08
-3.43000000000005	-2e-08
-3.42000000000006	-2e-08
-3.41000000000006	-1e-08
-3.40000000000006	-2e-08
-3.39000000000006	-2e-08
-3.38000000000006	-1e-08
-3.37000000000006	-2e-08
-3.36000000000006	-1e-08
-3.35000000000006	-1e-08
-3.34000000000006	-2e-08
-3.33000000000006	-1e-08
-3.32000000000006	-1e-08
-3.31000000000006	-2e-08
-3.30000000000006	-2e-08
-3.29000000000006	-2e-08
-3.28000000000006	-2e-08
-3.27000000000006	-1e-08
-3.26000000000006	-2e-08
-3.25000000000006	-2e-08
-3.24000000000006	-1e-08
-3.23000000000006	-2e-08
-3.22000000000006	-2e-08
-3.21000000000006	-1e-08
-3.20000000000006	-2e-08
