Ec,u
4375.0,102.06207261596576
4250.0,102.06207261596576
4250.0,102.06207261596576
4125.0,102.06207261596576
3750.0,102.06207261596576
3499.9999999999995,102.06207261596576
3250.0,102.06207261596576
2625.0,102.06207261596576
2375.0,102.06207261596576
2250.0,102.06207261596576
2000.0,102.06207261596576
2000.0,102.06207261596576
1749.9999999999998,40.824829046386306
